name,gender,start year,end year
Stjepan Mesić,Male,1990,1990
Josip Manolić,Male,1990,1991
Franjo Gregurić,Male,1991,1992
Hrvoje Šarinić,Male,1992,1993
Nikica Valentić,Male,1993,1995
Zlatko Mateša,Male,1995,2000
Ivica Račan,Male,2000,2003
Ivo Sanader,Male,2003,2009
Jadranka Kosor,Female,2009,2011
Zoran Milanović,Male,2011,2016
Tihomir Orešković,Male,2016,2016
Andrej Plenković,Male,2016,2022
