name,gender,start year,end year
Chiang Kai-shek,Male,1948,1975
Yen Chia-kan,Male,1975,1978
Chiang Ching-kuo,Male,1978,1988
Lee Teng-hui,Male,1988,2000
Chen Shui-bian,Male,2000,2008
Ma Ying-jeou,Male,2008,2016
Tsai Ing-wen,Female,2016,2022
