name,gender,start year,end year
Pedro Pablo Kuczynski, Male, 2016, 2018
Martin Vizcarra, Male, 2018, 2020
Mercedes Araoz, Female, 2020, 2020
Manuel Merino, Male, 2020, 2020
Francisco Sagasti, Male, 2020, 2021
Pedro Castillo, Male, 2021, 2022
