name,gender,start year,end year
Yumjaagiin Tsedenbal,Male,1974,1984
Jambyn Batmönkh,Male,1984,1990
Punsalmaagiin Ochirbat,Male,1990,1997
Natsagiin Bagabandi,Male,1997,2005
Nambaryn Enkhbayar,Male,2005,2009
Tsakhiagiin Elbegdorj,Male,2009,2017
Khaltmaagiin Battulga,Male,2017,2021
Ukhnaagiin Khürelsükh,Male,2021,Present
