name,gender,start year,end year
Ahmed Abdallah, Male, 1975, 1975
Ali Soilih, Male, 1975, 1978
Ahmed Abdallah, Male, 1978, 1989
Said Mohamed Djohar, Male, 1989, 1996
Mohamed Taki Abdoulkarim, Male, 1996, 1998
Tadjidine Ben Said Massounde, Male, 1998, 1999
Azali Assoumani, Male, 1999, 2002
Hamada Madi, Male, 2002, 2002
Azali Assoumani, Male, 2002, 2006
Ahmed Abdallah Mohamed Sambi, Male, 2006, 2011
Ikililou Dhoinine, Male, 2011, 2016
Azali Assoumani, Male, 2016, 2022
