name,gender,start year,end year
Adolfo Suárez,Male,1976,1981
Leopoldo Calvo-Sotelo,Male,1981,1982
Felipe González,Male,1982,1996
José María Aznar,Male,1996,2004
José Luis Rodríguez Zapatero,Male,2004,2011
Mariano Rajoy,Male,2011,2018
Pedro Sánchez,Male,2018,2022
