name,gender,start year,end year
Maurice Yaméogo,Male,1960,1966
Sangoulé Lamizana,Male,1966,1980
Saye Zerbo,Male,1980,1982
Jean-Baptiste Ouédraogo,Male,1982,1983
Thomas Sankara,Male,1983,1987
Blaise Compaoré,Male,1987,2014
Michel Kafando,Male,2014,2015
Roch Marc Christian Kaboré,Male,2015,2022
