name,gender,start year,end year
Konrad Adenauer,Male,1949,1963
Ludwig Erhard,Male,1963,1966
Kurt Georg Kiesinger,Male,1966,1969
Willy Brandt,Male,1969,1974
Walter Scheel,Male,1974,1974
Helmut Schmidt,Male,1974,1982
Helmut Kohl,Male,1982,1998
Gerhard Schröder,Male,1998,2005
Angela Merkel,Female,2005,2021
Olaf Scholz,Male,2021,2022
