name,gender,start year,end year
Mircea Snegur,Male,1991,1996
Petru Lucinschi,Male,1996,2001
Vladimir Voronin,Male,2001,2009
Mihai Ghimpu,Male,2009,2010
Vladimir Filat,Male,2010,2010
Marian Lupu,Male,2010,2012
Nicolae Timofti,Male,2012,2016
Igor Dodon,Male,2016,2020
Maia Sandu,Female,2020,2022
