name,gender,start year,end year
David Dacko,Male,1960,1965
Jean-Bédel Bokassa,Male,1965,1979
David Dacko,Male,1979,1981
André Kolingba,Male,1981,1993
Ange-Félix Patassé,Male,1993,2003
François Bozizé,Male,2003,2013
Michel Djotodia,Male,2013,2014
Catherine Samba-Panza,Female,2014,2016
Faustin-Archange Touadéra,Male,2016,2022
