name,gender,start year,end year
Hubert Maga,Male,1960,1963
Sourou-Migan Apithy,Male,1964,1965
Justin Ahomadégbé-Tomêtin,Male,1965,1967
Alphonse Amadou Alley,Male,1967,1968
Émile Derlin Zinsou,Male,1968,1969
Maurice Kouandété,Male,1969,1970
Hubert Maga,Male,1970,1972
Mathieu Kérékou,Male,1972,1991
Nicéphore Soglo,Male,1991,1996
Mathieu Kérékou,Male,1996,2006
Thomas Boni Yayi,Male,2006,2016
Patrice Talon,Male,2016,2022
