name,gender,start year,end year
Joseph Kasa-Vubu,Male,1960,1965
Joseph Mobutu (Mobutu Sese Seko),Male,1965,1997
Laurent-Désiré Kabila,Male,1997,2001
Joseph Kabila,Male,2001,2019
Félix Tshisekedi,Male,2019,2022
