name,gender,start year,end year
Sir Milton Margai,Male,1961,1964
Sir Albert Margai,Male,1964,1967
Andrew Juxon-Smith,Male,1967,1968
John Amadu Bangura,Male,1968,1968
Siaka Stevens,Male,1968,1985
Joseph Saidu Momoh,Male,1985,1992
Yahya Kanu,Male,1992,1992
Valentine Strasser,Male,1992,1996
Julius Maada Bio,Male,1996,1996
Ahmad Tejan Kabbah,Male,1996,1997
Johnny Paul Koroma,Male,1997,1998
Ahmad Tejan Kabbah,Male,1998,2007
Ernest Bai Koroma,Male,2007,2018
Julius Maada Bio,Male,2018,2022
