name,gender,start year,end year
Makonnen Endelkachew,Male,1943,1957
Tsehafi Taezaz Aklilu Habte-Wold,Male,1961,1974
Lij Endelkachew Makonnen,Male,1974,1974
Mengistu Haile Mariam,Male,1977,1987
Fikre Selassie Wogderess,Male,1987,1989
Hailu Yimenu,Male,1989,1991
Tesfaye Dinka,Male,1991,1991
Meles Zenawi,Male,1995,2012
Hailemariam Desalegn,Male,2012,2018
Abiy Ahmed,Male,2018,2022
