name,gender,start year,end year
Mohamed Amin Didi,Male,1953,1954
Ibrahim Nasir,Male,1968,1978
Maumoon Abdul Gayoom,Male,1978,2008
Mohamed Nasheed,Male,2008,2012
Mohamed Waheed Hassan,Male,2012,2013
Abdulla Yameen,Male,2013,2018
Ibrahim Mohamed Solih,Male,2018,2022
