name,gender,start year,end year
Abolhassan Banisadr,Male,1980,1981
Mohammad-Ali Rajai,Male,1981,1981
Ali Khamenei,Male,1981,1989
Akbar Hashemi Rafsanjani,Male,1989,1997
Mohammad Khatami,Male,1997,2005
Mahmoud Ahmadinejad,Male,2005,2013
Hassan Rouhani,Male,2013,2021
Ebrahim Raisi,Male,2021,2022
