name,gender,start year,end year
Branko Crvenkovski,Male,1992,1998
Ljubčo Georgievski,Male,1998,2002
Branko Crvenkovski,Male,2002,2004
Hari Kostov,Male,2004,2004
Vlado Bučkovski,Male,2004,2006
Nikola Gruevski,Male,2006,2016
Emil Dimitriev,Male,2016,2017
Zoran Zaev,Male,2017,2020
Oliver Spasovski,Male,2020,2020
Zoran Zaev,Male,2020,2021
Dimitar Kovacevski,Male,2021,2022
