name,gender,start year,end year
Aden Abdullah Osman Daar,Male,1960,1967
Abdirashid Ali Shermarke,Male,1967,1969
Mukhtar Mohamed Hussein,Male,1969,1969
Siad Barre,Male,1969,1991
Ali Mahdi Muhammad,Male,1991,1997
Abdiqasim Salad Hassan,Male,2000,2004
Abdullahi Yusuf Ahmed,Male,2004,2008
Sharif Sheikh Ahmed,Male,2009,2012
Hassan Sheikh Mohamud,Male,2012,2017
Mohamed Abdullahi Mohamed,Male,2017,2022
