name,gender,start year,end year
Mohammed Daoud Khan,Male,1973,1978
Nur Muhammad Taraki,Male,1978,1979
Hafizullah Amin,Male,1979,1979
Babrak Karmal,Male,1979,1986
Mohammad Najibullah,Male,1987,1992
Burhanuddin Rabbani,Male,1992,2001
Hamid Karzai,Male,2001,2014
Ashraf Ghani,Male,2014,2021
Amrullah Saleh,Male,2021,2021
Hibatullah Akhundzada,Male,2021,2022
