name,gender,start year,end year
Sylvanus Olympio,Male,1960,1963
Nicolas Grunitzky,Male,1963,1967
Kléber Dadjo,Male,1967,1967
Gnassingbé Eyadéma,Male,1967,2005
Faure Gnassingbé,Male,2005,2022
