name,gender,start year,end year
Yusuf Lule,Male,1979,1979
Godfrey Binaisa,Male,1979,1981
Milton Obote,Male,1981,1985
Bazilio Olara-Okello,Male,1985,1986
Tito Okello,Male,1986,1986
Yoweri Museveni,Male,1986,2022
