name,gender,start year,end year
Abdullah as-Sallal,Male,1962,1967
Abdul Rahman al-Iryani,Male,1967,1974
Ali Abdullah Saleh,Male,1978,2012
Abdrabbuh Mansur Hadi,Male,2012,2022
