name,gender,start year,end year
Slobodan Milosevic,Male,1991,1997
Milan Milutinovic,Male,1997,2002
Vojislav Kostunica,Male,2002,2004
Boris Tadic,Male,2004,2012
Tomislav Nikolic,Male,2012,2017
Aleksandar Vucic,Male,2017,2022
