name,gender,start year,end year
Michel Micombero,Male,1966,1976
Jean-Baptiste Bagaza,Male,1976,1987
Pierre Buyoya,Male,1987,1993
Melchior Ndadaye,Male,1993,1993
Cyprien Ntaryamira,Male,1994,1994
Sylvestre Ntibantunganya,Male,1994,1996
Pierre Buyoya,Male,1996,2003
Domitien Ndayizeye,Male,2003,2005
Pierre Nkurunziza,Male,2005,2020
Évariste Ndayishimiye,Male,2020,2022
