name,gender,start year,end year
Pedro Pires,Male,1975,1991
Carlos Veiga,Male,1991,2000
Gualberto do Rosário,Male,2000,2001
José Maria Neves,Male,2001,2016
Ulisses Correia e Silva,Male,2016,2022
