name,gender,start year,end year
François Tombalbaye,Male,1960,1975
Noël Milarew Odingar,Male,1975,1975
Félix Malloum,Male,1975,1979
Goukouni Oueddei,Male,1979,1982
Hissène Habré,Male,1982,1990
Idriss Déby,Male,1990,2021
Mahamat Déby,Male,2021,2022
