name,gender,start year,end year
Sheikh Abdullah bin Jassim Al Thani,Male,1913,1949
Sheikh Ali bin Abdullah Al Thani,Male,1949,1960
Sheikh Ahmad bin Ali Al Thani,Male,1960,1972
Sheikh Khalifa bin Hamad Al Thani,Male,1972,1995
Sheikh Hamad bin Khalifa Al Thani,Male,1995,2013
Sheikh Tamim bin Hamad Al Thani,Male,2013,2022
