name,gender,start year,end year
Sukarno,Male,1945,1967
Suharto,Male,1967,1998
B. J. Habibie,Male,1998,1999
Abdurrahman Wahid,Male,1999,2001
Megawati Sukarnoputri,Female,2001,2004
Susilo Bambang Yudhoyono,Male,2004,2014
Joko Widodo,Male,2014,2022
