name,gender,start year,end year
Bajram Rexhepi,Male,2002,2004
Ramush Haradinaj,Male,2004,2005
Adem Salihaj,Male,2005,2006
Agim Çeku,Male,2006,2008
Hashim Thaçi,Male,2008,2014
Isa Mustafa,Male,2014,2017
Ramush Haradinaj,Male,2017,2020
Albin Kurti,Male,2020,2020
Avdullah Hoti,Male,2020,2021
Albin Kurti,Male,2021,2022
