name,gender,start year,end year
Sao Shwe Thaik,Male,1948,1952
Ba U,Male,1952,1957
Win Maung,Male,1957,1962
Ne Win,Male,1962,1981
San Yu,Male,1981,1988
Sein Lwin,Male,1988,1988
Maung Maung,Male,1988,1988
Saw Maung,Male,1988,1992
Than Shwe,Male,1992,2011
Thein Sein,Male,2011,2016
Htin Kyaw,Male,2016,2018
Win Myint,Male,2018,2021
Myint Swe,Male,2021,2022
